,AwayTeam,AwayTeamID,AwayTeamLine,AwayTeamPythagoreanExpectedWin%,AwayTeamRating,AwayTeamStartingPitcherAdjustment,AwayTeamStartingPitcherRating,AwayTeamWinProbability,Date,HomeTeam,HomeTeamID,HomeTeamLine,HomeTeamPythagoreanExpectedWin%,HomeTeamRating,HomeTeamStartingPitcherAdjustment,HomeTeamStartingPitcherRating,HomeTeamWinProbability,Over/Under,WasHomeTeamWinner,WinningTeam,WinningTeamID,WinningTeamLine
14,NYY,2970,-127,,1554.041,30.2962,56.715,0.4788582353,2012/04/06 3:10,TB,2960,120,,1544.076,23.2321,57.757,0.5211417647,7.0,1,TB,2960,120
15,SF,2962,-101,,1510.472,19.9374,56.001,0.460808993696,2012/04/06 7:10,ARI,2968,-105,,1522.016,33.2102,57.193,0.539191006304,7.0,1,ARI,2968,-105
16,STL,2975,114,0.840034692058,1544.663,41.9992,59.261,0.553393634219,2012/04/07 4:05,MIL,2976,-121,0.806450280946,1513.081,12.3375,52.576,0.446606365781,7.0,1,MIL,2976,-121
17,WSH,2972,111,0.778094505229,1502.372,18.2125,53.795,0.480570214311,2012/04/07 1:05,CHC,2982,-118,0.778094505229,1482.245,27.8475,54.944,0.519429785689,9.0,0,WSH,2972,111
18,PHI,2958,-160,1.0,1545.269,42.0744,63.887,0.630117509932,2012/04/07 7:05,PIT,2971,150,1.0,1462.607,8.19328981849,48.681,0.369882490068,6.5,1,PIT,2971,150
19,TOR,2984,-109,0.733588194604,1510.413,11.0309,52.014,0.49425242514,2012/04/07 1:05,CLE,2980,103,0.733588194604,1484.015,17.4229,52.555,0.50574757486,8.0,0,TOR,2984,-109
20,SEA,2973,-116,0.865717301441,1475.046,33.5815,56.86,0.493522614882,2012/04/07 9:05,OAK,2969,109,0.865717301441,1499.464,-10.3353,48.678,0.506477385118,6.5,0,SEA,2973,-116
21,BOS,2966,-104,0.67565872963,1530.622,30.8273,56.001,0.470768379481,2012/04/07 4:05,DET,2978,-102,0.67565872963,1523.893,33.8917,58.135,0.529231620519,7.5,1,DET,2978,-102
22,MIA,2963,136,0.977330161545,1480.03,-17.6485,45.831,0.372645707993,2012/04/07 7:10,CIN,2961,-145,1.0,1501.768,27.1002,55.034,0.627354292007,8.0,0,MIA,2963,136
23,KC,2965,168,1.0,1486.728,9.85592687842,50.767,0.40147741001,2012/04/07 4:05,LAA,2979,-179,1.0,1517.178,24.7737,56.804,0.59852258999,7.5,0,KC,2965,168
24,LAD,2967,101,0.913069432511,1520.805,-17.672,48.094,0.464417227467,2012/04/07 8:35,SD,2955,-107,0.913069432511,1491.194,12.7063110741,46.142,0.535582772533,7.0,0,LAD,2967,101
25,COL,2956,-130,0.715977316474,1489.508,7.562927671,48.451,0.554354083261,2012/04/07 7:05,HOU,2981,122,0.715977316474,1450.521,-15.369,45.648,0.445645916739,8.5,1,HOU,2981,122
26,SF,2962,-104,0.599621873258,1509.361,15.8249,55.023,0.453294781548,2012/04/07 4:05,ARI,2968,-102,0.599621873258,1523.127,10.6079,52.315,0.546705218452,8.5,1,ARI,2968,-102
27,ATL,2957,-106,1.0,1512.723,-1.8894,50.031,0.456565279995,2012/04/07 1:10,NYM,2964,100,1.0,1499.316,17.7754,52.628,0.543434720005,7.0,1,NYM,2964,100
28,NYY,2970,109,0.569304165065,1552.648,8.3284,51.891,0.458399169215,2012/04/07 7:10,TB,2960,-116,0.569304165065,1545.468,20.4826,56.923,0.541600830785,7.5,1,TB,2960,-116
29,MIN,2983,-119,0.778094505229,1462.984,8.3613,49.773,0.433910199019,2012/04/07 7:05,BAL,2959,112,0.778094505229,1484.236,9.30348885624,48.7,0.566089800981,9.0,1,BAL,2959,112
30,CWS,2974,155,0.67565872963,1494.583,10.8476,52.969,0.392599995782,2012/04/07 8:05,TEX,2977,-165,0.67565872963,1553.706,3.5344,52.795,0.607400004218,9.5,0,CWS,2974,155
31,BOS,2966,102,0.967326190619,1526.476,28.0637,55.088,0.506089029152,2012/04/08 1:05,DET,2978,-108,0.967326190619,1528.038,-1.7296,50.66,0.493910970848,9.0,1,DET,2978,-108
32,ATL,2957,-124,0.840034692058,1511.053,-13.0237,47.469,0.475038726852,2012/04/08 1:10,NYM,2964,117,0.840034692058,1500.986,-9.5974,46.782,0.524961273148,7.5,1,NYM,2964,117
33,MIN,2983,104,0.879583109082,1460.241,-7.473,46.217,0.41338176146,2012/04/08 1:35,BAL,2959,-110,0.879583109082,1486.98,2.5897,47.611,0.58661823854,9.5,1,BAL,2959,-110
34,STL,2975,110,0.906149479605,1540.885,-13.8603,47.428,0.485952028715,2012/04/08 2:10,MIL,2976,-117,0.901591427129,1516.859,-4.0702,49.39,0.514047971285,8.5,0,STL,2975,110
35,COL,2956,-131,0.778094505229,1486.638,3.149,49.709,0.51784522277,2012/04/08 2:05,HOU,2981,123,0.778094505229,1453.391,-0.00940000000001,49.172,0.48215477723,7.5,1,HOU,2981,123
36,TOR,2984,101,0.733588194604,1512.65,5.61254776953,47.4,0.513517882501,2012/04/08 1:05,CLE,2980,-107,0.733588194604,1481.778,3.08907132658,45.259,0.486482117499,8.5,1,CLE,2980,-107
37,LAD,2967,106,0.796462042546,1522.302,-18.7718,47.719,0.506985588604,2012/04/08 4:05,SD,2955,-113,0.796462042546,1489.697,-15.0212,46.527,0.493014411396,7.0,1,SD,2955,-113
38,NYY,2970,-108,0.599621873258,1550.961,-8.8924,48.005,0.451528726788,2012/04/08 1:40,TB,2960,102,0.599621873258,1547.156,4.7,53.62,0.548471273212,8.5,1,TB,2960,102
39,PHI,2958,-126,0.879583109082,1543.315,-10.0627,52.887,0.565354972048,2012/04/08 1:35,PIT,2971,119,0.879583109082,1464.56,-0.9823,47.225,0.434645027952,7.5,1,PIT,2971,119
40,KC,2965,154,0.913069432511,1489.58,1.2549,49.586,0.421942931644,2012/04/08 3:35,LAA,2979,-164,0.913069432511,1514.326,7.1957,52.835,0.578057068356,8.5,0,KC,2965,154
41,SF,2962,-132,0.599621873258,1508.156,26.8135,57.12,0.471716201013,2012/04/08 4:10,ARI,2968,124,0.599621873258,1524.332,6.3121,51.354,0.528283798987,8.5,1,ARI,2968,124
42,CWS,2974,161,0.647716020099,1496.323,14.852,53.9,0.415970501213,2012/04/08 8:05,TEX,2977,-171,0.647716020099,1551.966,-5.8421,50.893,0.584029498787,9.0,1,TEX,2977,-171
43,MIA,2963,119,0.924783761496,1484.003,9.15786104341,47.342,0.481121824026,2012/04/08 1:10,CIN,2961,-126,0.924783761496,1497.795,-15.51,45.857,0.518878175974,9.5,1,CIN,2961,-126
44,WSH,2972,-125,0.743433964198,1504.748,17.5827,53.526,0.554141286457,2012/04/08 2:20,CHC,2982,118,0.743433964198,1479.869,-19.3076,44.977,0.445858713543,9.0,1,CHC,2982,118
45,WSH,2972,-104,0.706567093106,1503.13,-0.6251,49.729,0.498919454303,2012/04/09 7:10,NYM,2964,-102,0.726231040839,1502.743,-26.2683,43.293,0.501080545697,8.0,1,NYM,2964,-102
46,CWS,2974,-110,0.829854780095,1494.064,-15.1622,47.4,0.445477450743,2012/04/09 7:05,CLE,2980,104,0.709175376839,1483.209,6.5894,50.551,0.554522549257,7.0,0,CWS,2974,-110
47,LAA,2979,-151,0.879583109082,1511.171,14.3773,54.154,0.548111837827,2012/04/09 4:10,MIN,2983,142,0.879583109082,1458.826,8.66068308899,44.243,0.451888162173,7.5,0,LAA,2979,-151
48,BOS,2966,120,0.754074211123,1525.091,-8.93,47.018,0.469317774624,2012/04/09 7:07,TOR,2984,-127,0.709175376839,1511.219,2.2372,50.113,0.530682225376,9.5,0,BOS,2966,120
49,KC,2965,110,0.879583109082,1492.735,-17.6767,45.583,0.442825652812,2012/04/09 10:05,OAK,2969,-117,0.749717427842,1498.027,-11.5808,48.151,0.557174347188,7.5,1,OAK,2969,-117
50,STL,2975,103,0.898365209575,1544.333,-15.2609,47.362,0.499185402942,2012/04/09 7:10,CIN,2961,-109,0.812720284283,1499.049,4.4556,50.061,0.500814597058,9.0,0,STL,2975,103
51,SEA,2973,219,0.749717427842,1476.483,-15.0776,46.413,0.366568138863,2012/04/09 8:05,TEX,2977,-235,0.829854780095,1554.225,-23.0159,47.4,0.633431861137,9.0,1,TEX,2977,-235
52,SF,2962,149,0.586962461302,1506.889,-23.6692,46.232,0.437446626615,2012/04/09 4:10,COL,2956,-159,0.75727211882,1485.178,18.1138,52.996,0.562553373385,9.5,0,SF,2962,149
53,NYY,2970,-141,0.67565872963,1548.956,10.0533,52.023,0.549281690428,2012/04/09 7:05,BAL,2959,133,0.879583109082,1488.395,9.30348885624,42.186,0.450718309572,9.5,0,NYY,2970,-141
54,MIL,2976,-131,0.894104087513,1513.411,-4.0561,49.391,0.492835670305,2012/04/09 7:05,CHC,2982,123,0.706567093106,1481.487,7.53342159409,46.798,0.507164329695,8.5,0,MIL,2976,-131
55,ATL,2957,-165,0.726231040839,1509.295,6.392,51.43,0.566897318734,2012/04/09 8:05,HOU,2981,155,0.75727211882,1454.85,-13.4185,46.429,0.433102681266,7.5,1,HOU,2981,155
56,MIA,2963,132,0.83449292967,1482.749,12.3516,52.351,0.369262858298,2012/04/09 1:05,PHI,2958,-140,0.700715340425,1541.622,21.996,59.669,0.630737141702,7.0,0,MIA,2963,132
57,LAA,2979,-167,0.895962501183,1513.194,43.0896,60.373,0.594993258236,2012/04/11 8:10,MIN,2983,157,0.898365209575,1456.803,8.66068308899,48.375,0.405006741764,7.5,1,MIN,2983,157
58,WSH,2972,-117,0.737436339012,1504.571,21.7657,54.674,0.468584606076,2012/04/11 1:10,NYM,2964,110,0.749717427842,1501.302,22.893145494,56.566,0.531415393924,6.0,0,WSH,2972,-117
59,NYY,2970,-174,0.703335588215,1552.065,26.8511,55.644,0.596953583819,2012/04/11 7:05,BAL,2959,163,0.825917316717,1485.286,1.3959,47.567,0.403046416181,8.5,0,NYY,2970,-174
60,PIT,2971,124,0.715977316474,1465.515,25.1497,52.914,0.436900981498,2012/04/11 10:10,LAD,2967,-132,0.789664847748,1520.277,-9.5316,49.617,0.563099018502,6.5,1,LAD,2967,-132
61,KC,2965,119,0.913069432511,1494.018,13.395,52.421,0.460760046008,2012/04/11 3:35,OAK,2969,-126,0.80210035905,1496.744,13.9919,53.834,0.539239953992,7.0,1,OAK,2969,-126
62,SF,2962,-117,0.726231040839,1510.931,17.0657,55.275,0.532494842845,2012/04/11 8:40,COL,2956,110,0.861880532457,1481.136,0.2491,49.011,0.467505157155,8.5,1,COL,2956,110
63,CWS,2974,122,0.8170202243,1496.11,0.047,50.8,0.461272403559,2012/04/11 12:05,CLE,2980,-130,0.721563127178,1481.163,17.9587,52.883,0.538727596441,7.0,0,CWS,2974,122
64,MIA,2963,128,0.844368728967,1486.283,42.0556,58.779,0.392208017318,2012/04/11 7:05,PHI,2958,-136,0.778094505229,1538.087,42.347,63.93,0.607791982682,6.0,1,PHI,2958,-136
65,MIL,2976,-117,0.824733937699,1517.398,12.5208,52.907,0.527855433382,2012/04/11 2:20,CHC,2982,110,0.697906501518,1477.5,9.0428,50.913,0.472144566618,7.5,0,MIL,2976,-117
66,ATL,2957,-113,0.754074211123,1507.283,-8.6245,48.132,0.503884239001,2012/04/11 8:05,HOU,2981,106,0.767319068565,1456.863,15.0964,52.406,0.496115760999,7.5,0,ATL,2957,-113
67,TB,2960,153,0.710651593205,1547.044,15.7873,56.264,0.432521054447,2012/04/11 1:05,DET,2978,-163,0.768014056254,1531.54,54.4683,62.453,0.567478945553,7.0,0,TB,2960,153
68,STL,2975,115,0.911869753224,1549.454,-4.1031,50.005,0.496039492562,2012/04/11 12:35,CIN,2961,-122,0.865717301441,1493.929,30.174,55.422,0.503960507438,7.5,1,CIN,2961,-122
69,BOS,2966,-120,0.769648385767,1524.339,33.2807,55.976,0.493304914463,2012/04/11 12:37,TOR,2984,113,0.745815878339,1511.971,26.3012,55.489,0.506695085537,7.5,1,TOR,2984,113
70,ARI,2968,117,0.620624564898,1527.444,-9.6538,47.767,0.486284192251,2012/04/11 6:35,SD,2955,-124,0.788867368671,1490.617,12.7063110741,50.507,0.513715807749,6.5,1,SD,2955,-124
71,SEA,2973,196,0.778094505229,1473.439,13.6679240123,49.15,0.36317698057,2012/04/11 8:05,TEX,2977,-210,0.829854780095,1557.269,3.3981,53.096,0.63682301943,9.5,0,SEA,2973,196
72,SEA,2973,201,0.761651558155,1475.372,-5.2217,48.645,0.343988904739,2012/04/12 2:05,TEX,2977,-215,0.800389709283,1555.336,2.961,53.223,0.656011095261,9.0,1,TEX,2977,-215
73,PIT,2971,122,0.778094505229,1463.543,8.19328981849,49.278,0.421235160171,2012/04/12 10:10,LAD,2967,-130,0.808272331465,1522.249,-19.3217,47.572,0.578764839829,7.0,1,LAD,2967,-130
74,SF,2962,-119,0.755243911315,1506.488,10.5656,53.65,0.499872886266,2012/04/12 3:10,COL,2956,112,0.833780502499,1485.579,7.562927671,47.74,0.500127113734,9.5,0,SF,2962,-119
75,ARI,2968,-131,0.633469096512,1525.914,30.7756,56.496,0.539975573788,2012/04/12 10:05,SD,2955,123,0.788172711334,1492.146,12.7063110741,48.684,0.460024426212,6.0,0,ARI,2968,-131
76,CIN,2961,-101,0.836227665912,1495.34,24.4024,54.192,0.464398430247,2012/04/12 1:05,WSH,2972,-105,0.789664847748,1507.557,12.5255,52.926,0.535601569753,7.0,1,WSH,2972,-105
77,TB,2960,112,0.720527390322,1549.119,5.14800967711,51.201,0.525765261448,2012/04/12 1:05,DET,2978,-119,0.769165846599,1529.465,-17.1174,47.4,0.474234738552,9.0,1,DET,2978,-119
78,MIA,2963,-103,0.874077120165,1483.865,4.2676,50.475,0.440441366225,2012/04/12 7:05,PHI,2958,-103,0.851548281383,1540.505,-34.7894,47.636,0.559558633775,8.0,1,PHI,2958,-103
79,MIL,2976,-119,0.822533759059,1518.723,16.7414,53.967,0.510823049477,2012/04/12 2:20,CHC,2982,112,0.703335588215,1476.175,27.7676,54.979,0.489176950523,7.5,1,CHC,2982,112
80,LAA,2979,-139,0.831616098828,1511.469,20.1066,55.397,0.563916133414,2012/04/12 1:10,MIN,2983,131,0.825917316717,1458.528,4.3898,48.751,0.436083866586,7.5,1,MIN,2983,131
81,CIN,2961,133,0.822533759059,1494.024,-14.9178,45.803,0.402541269409,2012/04/13 7:05,WSH,2972,-141,0.778094505229,1508.872,14.8332,53.725,0.597458730591,7.0,1,WSH,2972,-141
82,CHC,2982,169,0.786539063505,1480.231,-15.4536,46.155,0.298392228268,2012/04/13 3:15,STL,2975,-180,0.888220264553,1548.043,39.057,59.076,0.701607771732,7.0,0,CHC,2982,169
83,DET,2978,-106,0.792967523401,1532.419,-8.0276,49.313,0.481363415455,2012/04/13 2:10,CWS,2974,100,0.778094505229,1498.941,12.2811,53.245,0.518636584545,8.5,1,CWS,2974,100
84,TB,2960,117,0.75971902035,1546.166,18.0762,56.982,0.488350249088,2012/04/13 2:05,BOS,2966,-124,0.778094505229,1522.555,23.1898,54.045,0.511649750912,8.5,1,BOS,2966,-124
85,TEX,2977,-145,0.787562197813,1556.373,-4.6953,51.76,0.600610325594,2012/04/13 8:10,MIN,2983,136,0.743433964198,1460.112,-6.2698,46.308,0.399389674406,8.5,0,TEX,2977,-145
86,CLE,2980,108,0.719815664843,1478.331,3.08907132658,45.967,0.436481828961,2012/04/13 4:10,KC,2965,-115,0.857879177115,1492.743,9.85592687842,51.122,0.563518171039,8.0,0,CLE,2980,108
87,LAA,2979,149,0.754074211123,1509.885,3.1631,51.712,0.398510779327,2012/04/13 1:05,NYY,2970,-159,0.698548011626,1553.432,3.4545,50.693,0.601489220673,9.5,1,NYY,2970,-159
88,BAL,2959,174,0.797608045576,1483.919,9.30348885624,49.329,0.418499003011,2012/04/13 7:07,TOR,2984,-186,0.758571891003,1513.754,10.4622,52.413,0.581500996989,8.5,0,BAL,2959,174
89,HOU,2981,182,0.769165846599,1454.642,-9.8465,47.09,0.435459384995,2012/04/13 7:10,MIA,2963,-194,0.87451383618,1482.276,-14.0295,46.544,0.564540615005,7.5,1,MIA,2963,-194
90,OAK,2969,140,0.768014056254,1498.018,-15.9283,47.477,0.439450279125,2012/04/13 10:10,SEA,2973,-149,0.75630507151,1474.335,29.2904,56.035,0.560549720875,6.5,0,OAK,2969,140
91,SD,2955,118,0.796462042546,1490.518,-13.0801,47.261,0.431138742788,2012/04/13 10:10,LAD,2967,-125,0.796462042546,1523.468,-23.3731,46.698,0.568861257212,7.0,1,LAD,2967,-125
92,PIT,2971,161,0.75971902035,1462.325,-1.0763,47.288,0.371862543963,2012/04/13 4:35,SF,2962,-172,0.75727211882,1508.081,21.1077,56.101,0.628137456037,6.5,1,SF,2962,-172
93,ARI,2968,107,0.660513157158,1527.542,8.8689,51.965,0.526448988212,2012/04/13 8:40,COL,2956,-114,0.828665576413,1483.986,7.1111,50.192,0.473551011788,8.5,1,COL,2956,-114
94,MIL,2976,113,0.864031825754,1514.667,-3.337,49.425,0.470963314115,2012/04/13 7:35,ATL,2957,-120,0.758571891003,1509.504,-4.1266,49.084,0.529036685885,7.5,1,ATL,2957,-120
95,NYM,2964,173,0.80210035905,1498.316,16.544,52.328,0.371573151884,2012/04/13 7:05,PHI,2958,-185,0.855115657802,1542.094,40.9558,63.907,0.628426848116,6.5,0,NYM,2964,173
96,MIL,2976,110,0.819595433437,1512.959,-1.0152,49.52,0.486890071234,2012/04/14 7:10,ATL,2957,-117,0.718901005968,1511.212,-14.1564,46.759,0.513109928766,8.0,1,ATL,2957,-117
97,PIT,2971,129,0.83449292967,1460.296,-7.0406,45.974,0.409342436119,2012/04/14 9:05,SF,2962,-137,0.790589794298,1510.11,-17.155,48.361,0.590657563881,7.5,1,SF,2962,-137
98,TEX,2977,-156,0.803394275085,1558.007,-27.5467,47.028,0.556347974311,2012/04/14 1:10,MIN,2983,147,0.762473072963,1458.478,8.66068308899,44.464,0.443652025689,8.5,0,TEX,2977,-156
99,OAK,2969,-108,0.804835388165,1501.081,-8.3096,49.29,0.527372648061,2012/04/14 9:10,SEA,2973,102,0.784742833735,1471.272,-21.5401,45.243,0.472627351939,7.0,1,SEA,2973,102
100,TB,2960,120,0.818700135649,1541.832,8.4365,54.813,0.468966699919,2012/04/14 4:05,BOS,2966,-127,0.825917316717,1526.889,20.9714,53.794,0.531033300081,9.0,1,BOS,2966,-127
101,ARI,2968,118,0.640238915069,1526.087,2.2043,50.227,0.504069729274,2012/04/14 8:10,COL,2956,-125,0.790589794298,1485.441,16.0223,51.88,0.495930270726,9.5,1,COL,2956,-125
102,CHC,2982,173,0.778094505229,1484.318,7.53342159409,46.629,0.402639321524,2012/04/14 1:05,STL,2975,-185,0.864922802768,1543.956,-7.5764,48.732,0.597360678476,8.0,1,STL,2975,-185
103,CLE,2980,129,0.746888341996,1481.851,-12.3046,46.258,0.434817183916,2012/04/14 7:10,KC,2965,-137,0.857248398319,1489.224,1.8753,49.697,0.565182816084,8.5,0,CLE,2980,129
104,DET,2978,102,0.798022472766,1530.31,-7.08050777743,47.4,0.481675880052,2012/04/14 4:10,CWS,2974,-108,0.788172711334,1501.05,10.9181,53.175,0.518324119948,9.0,1,CWS,2974,-108
105,LAA,2979,118,0.792292141791,1507.7,16.9294,54.551,0.435991854855,2012/04/14 1:05,NYY,2970,-125,0.746888341996,1555.617,-10.2648,48.035,0.564008145145,9.5,0,LAA,2979,118
106,BAL,2959,149,0.770081448523,1486.108,8.3143,48.964,0.437187923974,2012/04/14 4:07,TOR,2984,-159,0.738127675725,1511.565,2.7354,50.709,0.562812076026,9.0,0,BAL,2959,149
107,CIN,2961,-101,0.820151733816,1492.935,1.222,49.49,0.449833270521,2012/04/14 4:05,WSH,2972,-105,0.778094505229,1509.961,-4.8269,49.713,0.550166729479,8.0,1,WSH,2972,-105
108,NYM,2964,128,0.808272331465,1501.338,-8.1874,47.175,0.416492643979,2012/04/14 4:05,PHI,2958,-136,0.852533944455,1539.072,-11.3458,52.799,0.583507356021,7.5,0,NYM,2964,128
109,SD,2955,125,0.741828650317,1489.262,-11.3599,47.4,0.388319601666,2012/04/14 9:10,LAD,2967,-133,0.741828650317,1524.724,8.1122,53.38,0.611680398334,7.0,1,LAD,2967,-133
110,HOU,2981,139,0.746888341996,1453.424,3.4263,49.725,0.414778574703,2012/04/14 7:10,MIA,2963,-148,0.842858981976,1483.494,9.15786104341,47.623,0.585221425297,7.5,0,HOU,2981,139
111,NYM,2964,175,0.846768243357,1504.961,-26.9827,43.399,0.359189890387,2012/04/15 1:35,PHI,2958,-187,0.885189835632,1535.449,19.0914,59.09,0.640810109613,7.0,1,PHI,2958,-187
112,CHC,2982,154,0.796462042546,1482.532,-10.0768,47.254,0.37754255781,2012/04/15 2:15,STL,2975,-164,0.872931018308,1545.742,-10.4293,48.216,0.62245744219,8.0,1,STL,2975,-164
113,BAL,2959,143,0.75727211882,1488.21,9.30348885624,41.96,0.440471075478,2012/04/15 1:07,TOR,2984,-152,0.729661208489,1509.463,5.61254776953,45.223,0.559528924522,9.5,1,TOR,2984,-152
114,TB,2960,-110,0.825516278282,1538.262,-9.3483,50.773,0.47587068443,2012/04/15 1:35,BOS,2966,104,0.830640896094,1530.459,-8.7655,47.46,0.52412931557,9.5,1,BOS,2966,104
115,LAA,2979,165,0.820805968842,1511.503,-12.8827,48.31,0.375485557037,2012/04/15 8:05,NYY,2970,-176,0.784742833735,1551.814,11.186,52.325,0.624514442963,9.5,1,NYY,2970,-176
116,TEX,2977,-150,0.814321362325,1559.992,6.74968247214,48.634,0.6294851961,2012/04/15 2:10,MIN,2983,141,0.778094505229,1456.493,-5.8233,46.482,0.3705148039,8.5,0,TEX,2977,-150
117,SD,2955,190,0.771716591532,1487.067,-9.4094,47.538,0.332414339375,2012/04/15 4:10,LAD,2967,-203,0.771716591532,1526.919,47.8695,62.012,0.667585660625,6.5,1,LAD,2967,-203
118,HOU,2981,181,0.729661208489,1455.096,-9.8512,46.886,0.392793428343,2012/04/15 1:10,MIA,2963,-193,0.8170202243,1481.822,15.0917,52.757,0.607206571657,7.5,1,MIA,2963,-193
119,CLE,2980,-106,0.711172944251,1483.901,20.9338,53.357,0.512371566644,2012/04/15 2:10,KC,2965,100,0.791675411205,1487.173,-14.9366,45.875,0.487628433356,9.0,0,CLE,2980,-106
120,ARI,2968,108,0.623879718378,1524.708,-3.5626,48.836,0.518523730528,2012/04/15 3:10,COL,2956,-115,0.756555150929,1486.82,-2.5521,47.994,0.481476269472,9.0,0,ARI,2968,108
121,MIL,2976,133,0.818266761656,1511.607,-8.0793,48.197,0.447557353497,2012/04/15 1:35,ATL,2957,-141,0.721563127178,1512.564,3.5391,50.772,0.552442646503,8.0,1,ATL,2957,-141
122,DET,2978,102,0.81404434329,1527.938,-8.9206,49.193,0.506004565416,2012/04/15 2:10,CWS,2974,-108,0.812720284283,1503.422,-12.5772,48.382,0.493995434584,8.5,0,DET,2978,102
123,PIT,2971,133,0.80210035905,1459.181,-18.0856,43.6,0.377618587775,2012/04/15 4:05,SF,2962,-141,0.778094505229,1511.224,-7.3273,50.475,0.622381412225,7.5,0,PIT,2971,133
124,OAK,2969,103,0.833780502499,1498.241,4.64201013208,47.35,0.515660671978,2012/04/15 4:10,SEA,2973,-109,0.808665145904,1474.112,-6.1147,48.762,0.484339328022,7.0,1,SEA,2973,-109
125,CIN,2961,-104,0.831100840445,1490.941,8.1968,50.892,0.460805242294,2012/04/15 1:35,WSH,2972,-102,0.795443097458,1511.956,-9.5269,49.071,0.539194757706,8.0,0,CIN,2961,-104
126,DET,2978,-168,0.816341924946,1530.117,54.0265,62.762,0.612948368818,2012/04/16 8:10,KC,2965,158,0.783390876697,1484.034,-6.0536,47.264,0.387051631182,7.5,0,DET,2978,-168
127,MIN,2983,173,0.765595715189,1455.45,8.66068308899,48.345,0.333139369994,2012/04/16 7:05,NYY,2970,-185,0.788867368671,1554.057,3.4968,50.591,0.666860630006,10.5,0,MIN,2983,173
128,TB,2960,104,0.811660430026,1536.61,20.8821,57.023,0.496214388221,2012/04/16 11:05,BOS,2966,-110,0.817564593143,1532.111,4.01166275508,47.021,0.503785611779,9.0,0,TB,2960,104
129,NYM,2964,161,0.861880532457,1502.823,-14.2269,46.101,0.407825623838,2012/04/16 7:10,ATL,2957,-172,0.723209318182,1514.512,12.1683,52.816,0.592174376162,7.5,0,NYM,2964,161
130,BAL,2959,105,0.789664847748,1485.209,5.499,48.082,0.446090181487,2012/04/16 8:10,CWS,2974,-111,0.816077155716,1501.243,0.7191,51.208,0.553909818513,8.5,0,BAL,2959,105
